,n1,n4,n31,n54,n105,n114,n163,n188,n215,n229,n288,n296,n332,n342,n410,n415,n429,n458,n469,n495,n506,n516,n519,n549,n613,n636,n644,n679,n722,n726,n740,n752,n769
n205,0.001150223103619242,0.0011056023797719405,0.0010907288051561458,0.18181457610312357,0.06346554288547364,0.07265245413981186,0.1484382746653448,0.1452255825483393,0.09182944967774076,0.5062320277640061,0.12359444719880995,0.0785423896876549,0.08909271194843846,0.19093703520079344,0.1836936043629152,0.14314328210213198,0.18497273177987095,0.16010411502231042,0.06305404065443737,0.048790282597917636,0.07284581060981676,0.08706990580069396,0.13490332176499759,0.10197818542389689,0.1612345066931085,0.1678829945463561,0.1776896380763512,0.12851264253842357,0.08818046603867101,0.10842835894893414,0.04601883986117964,0.11050074367873079,0.08223103619236505
n206,0.0011105602379771983,0.0010758552305404109,0.0010609816559246055,0.1793158155676749,0.06260783341596447,0.07174020823004487,0.14634110064452177,0.14311353495290055,0.07215171046108412,0.49789291026276655,0.1219732275656915,0.07739216658403565,0.08786316311353513,0.1882597917699556,0.18111551809618243,0.14107585523054045,0.1823599405057014,0.15777887952404568,0.0622211204759545,0.04819533961328701,0.07181953396132888,0.08585027268220116,0.13298463063956378,0.10042141794744666,0.15897868120971734,0.16568666336142795,0.1751165096678237,0.12663361427863182,0.08686663361427834,0.10698562221120486,0.045369360436291174,0.10903817550818047,0.08115022310361938
n207,0.0011948438274665399,0.0011650966782349962,0.0011403073872087034,0.1941844323252354,0.06766484878532485,0.07751115518096205,0.15833911750123963,0.15477937530986627,0.2166088249876085,0.5463460585027269,0.1316410510659394,0.08343579573624194,0.09493802677243443,0.20408527516113042,0.1961477441745166,0.1526474962816065,0.19759048091224585,0.1706494794248885,0.06727317798710972,0.05233019335646993,0.0776846802181459,0.09274665344571134,0.1439167079821518,0.10846306395637093,0.1719335647000494,0.1790084283589491,0.18946950917203775,0.13669806643530003,0.09386712940009898,0.11550818046603865,0.04931085770946923,0.1176896380763511,0.08766484878532482
n208,0.0011452652454139857,0.0010956866633614318,0.0011006445215666545,0.1849132374814081,0.06464055528011912,0.07401586514625708,0.15084779375309887,0.14764501735250388,0.12071393158155892,0.5161874070401586,0.12555280118988582,0.07974219137332668,0.09047099652949941,0.19427367377293026,0.1867823500247893,0.14558254833911766,0.1882002974714922,0.16275656916212194,0.0640604858701042,0.04966286564204257,0.07420426375805673,0.08858701041150206,0.13711948438274663,0.10369856222112053,0.16398116013881986,0.1707288051561727,0.1806593951412992,0.13051561725334673,0.08967773921665811,0.11015369360436292,0.04678235002478899,0.1122062469013386,0.08370352007932584
n209,0.0011700545364402592,0.00113534952900347,0.0011204759543876788,0.1886117997025285,0.06586514625681718,0.07544372830937059,0.15384234010907308,0.150580069410015,0.1403321764997554,0.5282300446207239,0.128041646008924,0.0811254338125929,0.09221120475954402,0.1981209717402083,0.19060485870104116,0.14832424392662383,0.19181457610312333,0.1660535448686168,0.06537927615270217,0.05083292017848277,0.07566187407040179,0.0903817550818045,0.1398463063956371,0.10560733763014381,0.16712444224095171,0.17418939018344093,0.18417947446703042,0.13293009419930604,0.0913733267228555,0.11212196331184927,0.04772930094199277,0.11434804164600891,0.08526028755577604
n210,0.001179970252850768,0.0011650966782349996,0.0011303916707981875,0.19345066931085766,0.0674714923153199,0.07727813584531505,0.1578235002478931,0.15421417947446717,0.21542885473475784,0.5439910758552305,0.1312543381259295,0.08314823996033711,0.09461576598909283,0.20323252354982652,0.1953941497273178,0.15211204759543892,0.19681705503222596,0.17005453644025784,0.06705999008428375,0.052126921170054456,0.07735250371839382,0.09244422409519078,0.14343579573624202,0.10809122459097673,0.17130391670798198,0.17830441249380283,0.18882498760535457,0.13625185919682703,0.09359444719880995,0.11506197322756566,0.049147248388695816,0.11726326227069915,0.08742191373326733
n211,0.0011700545364402612,0.0011303916707982122,0.0011105602379771666,0.18796727813584538,0.06566187407040171,0.07511155180961847,0.15326227069905823,0.1500396628656422,0.11919186911254578,0.5259890927119485,0.1276499752107088,0.08085770946950911,0.09191373326722872,0.19742687159147257,0.19000495785820526,0.14787307882994558,0.19120475954387692,0.16547843331680717,0.06512146752602888,0.050614774417451554,0.07537927615270223,0.09003966286564187,0.13941497273177988,0.10533961328706,0.16660386712939992,0.17358948934060506,0.18357461576598927,0.13250867625185936,0.09102627664848761,0.11180961824491818,0.047605354486861394,0.11398611799702524,0.08492811105602394
n212,0.0011998016856717942,0.001184928111056017,0.0011452652454139577,0.1943579573624194,0.0677045116509669,0.07760039662865666,0.15844323252355003,0.15491819533961343,0.2978135845314841,0.5468914229053049,0.13172037679722345,0.08352007932573127,0.09501735250371852,0.20429350520575115,0.19635101636093205,0.15276648487853264,0.1977590480912245,0.17083787803668818,0.06731284085275177,0.0523996033713435,0.07775409023301949,0.09283589489340593,0.1439960337134359,0.10854734754586028,0.17207238472979652,0.17915220624690145,0.18963311849281117,0.13683688646504713,0.09391670798215151,0.11561725334655426,0.04936043629152178,0.11777887952404571,0.08776400594942992
n213,0.001175012394645519,0.0011650966782349927,0.001130391670798191,0.1911006445215666,0.06671789786812109,0.07638572136836909,0.1559643034209223,0.15240951908775424,0.21159643034209571,0.5364848785324741,0.12980168567178965,0.0821963311849281,0.09339613287060004,0.20080317302925146,0.1929945463559742,0.15031234506693122,0.19454139811601373,0.16818542389687655,0.06626673277144289,0.051531978185423793,0.07661378284581079,0.09139811601388187,0.14172037679722366,0.10692117005453647,0.1693653941497271,0.1763807635101638,0.18658899355478448,0.13472979672781366,0.09256817055032207,0.11376301437778874,0.04845314823996008,0.1158998512642539,0.08643034209221628
n215,0.0011998016856717942,0.001204759543877038,0.0011452652454139577,0.19529499256321262,0.06798710956866647,0.07792761527020349,0.15916212196331206,0.1556222112047597,0.3953594447198839,0.5498562221120475,0.13228557263262258,0.08387208725830439,0.0953842340109074,0.2051859196826971,0.19741199801685674,0.15352007932573145,0.19865146256817043,0.17162121963311852,0.06758552305404082,0.05261279127416948,0.07810609816559261,0.09319286068418432,0.1446256817055033,0.10902825979177005,0.1729201784828952,0.18001487357461587,0.19049082796232034,0.13749628160634605,0.09428854734754567,0.11613287059990082,0.04958849776896356,0.11836886465047108,0.08814576103123459
n216,0.0011948438274665381,0.0011799702528507592,0.0011403073872087034,0.19330689142290525,0.06741695587506207,0.07718889439762046,0.1576549330689144,0.1540406544372833,0.295458601883988,0.5433812592959841,0.13114526524541387,0.0830589985126425,0.09450669310857719,0.20302925136341102,0.1952057511155181,0.15200793257312856,0.19668319286068406,0.16985126425384237,0.06699058006941014,0.05209221616261767,0.07727813584531498,0.09235994050570145,0.14323748140803177,0.10799702528507688,0.17113039167079802,0.17806147744174533,0.18861675756073387,0.13615270203272192,0.0935101636093206,0.11492315319781853,0.049092711948438,0.11710956866633622,0.08733267228557273
n217,0.001209717402082303,0.0012097174020822923,0.0011452652454139612,0.19586018839861172,0.06816559246405565,0.07809618244918216,0.1595339613287062,0.1559841348537433,0.2882597917699581,0.5515567674764503,0.13265741199801673,0.08409023301933563,0.09559742191373338,0.20571641051065936,0.19795736241943482,0.1539662865642044,0.19916707982151702,0.17215666831928614,0.06775904809122474,0.05272682201289034,0.07826970748636604,0.09344075359444708,0.145027268220129,0.10943976202280625,0.173247397124442,0.18046108081308887,0.19102131879028264,0.13788795240456128,0.09453148239960318,0.1164551313832424,0.04974714923153173,0.11865146256817065,0.08829449677739223
n226,0.0011452652454139857,0.0011056023797719405,0.0011006445215666545,0.1849479424888449,0.06466038671294017,0.07404065443728336,0.1509172037679725,0.14771938522558267,0.0,0.5163460585027267,0.1256222112047594,0.07977193852255822,0.09051561725334671,0.19436291522062485,0.18687159147248386,0.1456271690629649,0.18823996033713422,0.16287059990084282,0.06411006445215675,0.04970252850768461,0.07423401090728829,0.0886266732771441,0.13718889439762022,0.10372830937035206,0.16403073872087243,0.17080813088745678,0.18072384729796753,0.13059494298463076,0.08971740208230017,0.1101784828953892,0.046817055032225774,0.11225582548339114,0.08371839365394161
n227,0.0011403073872087296,0.001090728805156174,0.0010808130887456301,0.18585027268220136,0.06494794248884497,0.07436291522062495,0.15154189390183465,0.14834407535944485,0.023534952900348925,0.5190827962320278,0.126197322756569,0.08008924144769455,0.0909618244918197,0.19524541398116024,0.18783341596430342,0.1462419434804166,0.1891224590976697,0.1636688150718889,0.06445215666831938,0.04993058998512636,0.07455627169062988,0.08908279623202758,0.1378582052553297,0.10420922161626181,0.16478433316807123,0.17154685176003984,0.18158651462568193,0.131046108081309,0.09007436787307858,0.11062964799206745,0.04704511650966752,0.11271690629647987,0.0840654437283095
n231,0.0011700545364402629,0.0011452652454139753,0.0011105602379771666,0.1883143282102132,0.0657957362419436,0.07528507684680238,0.1535944471988103,0.15039662865642056,0.05520079325731481,0.5271988101140307,0.12787307882994534,0.08096678235002473,0.09209717402082317,0.19779375309866146,0.19035696579077838,0.14814576103123464,0.1915617253346553,0.16578582052553298,0.06527516113039179,0.05073872087258293,0.07554288547347565,0.09025285076846787,0.1396380763510164,0.10547843331680717,0.16692117005453627,0.17394645513138343,0.18391175012394664,0.1327268220128906,0.09120971740208206,0.11199801685671787,0.04768963807635072,0.11421913733267225,0.08513634110064465
n233,0.0011700545364402646,0.001140307387208721,0.0011056023797719123,0.18952900347050072,0.06615765989092724,0.07578086266732793,0.15453148239960354,0.15129400099157178,0.07285572632623023,0.531239464551314,0.1286365889935546,0.08154685176003962,0.09259295984134869,0.19906296479920682,0.19141298958849778,0.14902330193356483,0.19276152702032712,0.1667526028755577,0.06566187407040172,0.05108081308874554,0.07601388200297492,0.09072880515617239,0.1405057015369361,0.10603867129400102,0.1679127416955873,0.17494298463063976,0.1850570153693606,0.13359444719881022,0.0918195339613285,0.11277144273673768,0.04801189885969235,0.11496281606346058,0.08576598909271206
n234,0.001130391670798221,0.0011006445215666861,0.0010857709469508845,0.18721368368864658,0.06540902330193372,0.07485374318294521,0.15270699058006962,0.14945463559742206,0.054729796727815624,0.5237382250867626,0.12720376797223584,0.08063956370847788,0.09155676747645035,0.19676747645017362,0.18935052057511154,0.14728805156172545,0.19052553296975694,0.16481903817550816,0.06491323748140815,0.05036192364898354,0.07510659395141323,0.08971244422409502,0.13891422905304912,0.10490827962320282,0.16592464055527992,0.1728606841844325,0.18280614774417472,0.1321070897372337,0.09073376301437756,0.11137828458106099,0.04742191373326692,0.11359444719881007,0.08467030242935067
n236,0.001189885969261282,0.0011750123946455049,0.001135349529003449,0.19314823996033706,0.06734258800198324,0.07705999008428382,0.15746157659890944,0.15388696083292033,0.10941993058998888,0.5427268220128906,0.13102131879028248,0.08298463063956368,0.09437283093703532,0.20287059990084286,0.1949479424888448,0.15181953396132886,0.1965096678235001,0.16966782350024792,0.06693604362915234,0.05207238472979665,0.07717402082300463,0.09226574119980162,0.14307882994546364,0.10789786812097177,0.17099652949925614,0.1779424888448192,0.1883589489340606,0.1360287555775905,0.09342092216162598,0.1148140803173029,0.04901834407535916,0.11704015865146265,0.08723351512146763
n237,0.001175012394645519,0.0011551809618244875,0.0011204759543876788,0.1898810114030738,0.06627664848785339,0.07590480912245934,0.15486365889935566,0.15154189390183456,0.07301933564700366,0.532350024789291,0.12887456618740686,0.08170054536440252,0.09276648487853262,0.1994298463063957,0.1917203767972236,0.1493058998512644,0.19314823996033703,0.16703024293505206,0.0657759048091226,0.05116509667823488,0.07617253346554309,0.09084779375309852,0.1407188894397621,0.10624690133862175,0.16825979176995515,0.1752255825483393,0.18532969757064968,0.13384234010907295,0.09198314328210191,0.11298958849776893,0.0481060981655922,0.11514625681705504,0.08593455627169073
n242,0.0011849281110560294,0.0011799702528507592,0.0011353495290034453,0.19498760535448678,0.06789786812097184,0.0778383738225089,0.1589241447694598,0.1554090233019337,0.12958849776896517,0.5488398611799703,0.13212196331184917,0.08374814080317301,0.0953049082796233,0.20497273177987108,0.19712940009915716,0.1533019335647002,0.19838373822508665,0.17138324243926628,0.06750123946455147,0.05254833911750115,0.0780069410014875,0.09308874566187396,0.14446703024293514,0.10892414476945968,0.1726524541398114,0.17975210708973732,0.19022806147744178,0.13733267228557264,0.09415468517600378,0.11597421913733265,0.049514129895884725,0.11819533961328715,0.08805651958353998
n243,0.0011750123946455136,0.0011650966782349996,0.0011254338125929332,0.1935994050570153,0.0675161130391672,0.07735746157659915,0.15793753098661398,0.15435299950421436,0.10982647496281978,0.5447050074367873,0.13133366385721357,0.08322756569162121,0.09469013386217166,0.2034308378780367,0.19557759048091225,0.15225086762518608,0.19701536936043618,0.17018839861179974,0.06710461080813103,0.05218145761031227,0.07743182944967789,0.09252354982647486,0.1435597421913734,0.1081507188894398,0.17148735746157642,0.17847793753098673,0.18896876549330696,0.13634605850272688,0.09367377293009403,0.11517600396628655,0.049172037679722086,0.11737729300942001,0.08748636588993562
n246,0.0011948438274665399,0.0011750123946455049,0.0011452652454139612,0.19622211204759535,0.06828953891918703,0.07819038175508204,0.15975210708973744,0.1563163113534954,0.14648487853247733,0.5527466534457116,0.13298958849776885,0.08423896876549329,0.09579077838373833,0.20606346058502725,0.19831928606841848,0.154268715914725,0.19954883490332165,0.17247397124442246,0.06785324739712459,0.05281606346058493,0.07844323252354998,0.0936489836390678,0.14530490827962333,0.10968269707486375,0.17365889935547826,0.1807783837382252,0.19140803173029253,0.13820029747149237,0.09471988101140288,0.11670302429350517,0.0498165592464053,0.11888943976202292,0.08843331680713938
n247,0.0011799702528507733,0.0011750123946455049,0.0011353495290034453,0.19490332176499744,0.06789786812097184,0.0778284581060984,0.15888448190381776,0.1553792761527022,0.1295537927615284,0.5486911254338126,0.13207734258800186,0.08373326722855726,0.09528011898859703,0.2048834903321765,0.19706494794248886,0.1532473971244424,0.19831928606841834,0.17133862171541897,0.06748140803173046,0.05254338125929589,0.07799702528507699,0.09306395637084769,0.1444174516608826,0.10886960832920187,0.17259791769955363,0.179687654933069,0.19019335647000501,0.1372930094199306,0.09412989588497751,0.11592464055528011,0.04950421417947421,0.11815567674764511,0.08804164600892422
n253,0.001189885969261282,0.0011898859692612714,0.0011353495290034453,0.19235002478929097,0.06708973723351525,0.07679226574120002,0.15681209717402098,0.153316807139316,0.14229053049083146,0.5400991571641052,0.13053544868616745,0.08268220128904309,0.09399107585523064,0.20206246901338626,0.1942191373326723,0.1511502231036194,0.1956668319286067,0.16905800694100154,0.06665840356965805,0.05185919682697065,0.07699058006941017,0.09185919682697065,0.14258800198314334,0.10752602875557761,0.17034209221616245,0.17728309370352022,0.18765989092711963,0.13553792761527025,0.09310361923648962,0.11440753594447195,0.04882994546355946,0.11665344571145271,0.08696579077838383
n254,0.0011799702528507716,0.0011849281110560136,0.001130391670798191,0.1938671294000991,0.06758552305404077,0.07743678730788321,0.15810609816559262,0.15451165096678252,0.14376797223599758,0.5454486861675757,0.13148239960337124,0.08332176499752107,0.0948091224590978,0.20371343579573623,0.19578086266732772,0.15237977193852273,0.19731779871095675,0.17039662865642047,0.06718393653941511,0.05223599405057008,0.07754090233019352,0.09261279127416945,0.14370352007932582,0.10827466534457121,0.17169558750619712,0.17871591472483903,0.1891422905304909,0.13650966782350032,0.09374814080317284,0.11534457114526522,0.049231531978185146,0.1175012394645514,0.08756073376301446
n337,0.0011601388200297505,0.0011204759543877035,0.0010907288051561458,0.18875061973227564,0.06589985126425398,0.07547843331680737,0.15393158155676764,0.15066435299950434,0.12397124442241116,0.528621715418939,0.12811601388200283,0.08120971740208224,0.09228061477441762,0.19821517104610817,0.1907089737233515,0.14841348537431842,0.19193356470004944,0.16617749132374818,0.06541893901834422,0.05086266732771431,0.07569162121963333,0.09044124938026757,0.13993058998512642,0.10568170550322264,0.16724343083787782,0.1742588001983145,0.1843480416460091,0.1330242935052059,0.09147248388696064,0.11218641546851758,0.04775409023301905,0.11439266236985621,0.08534457114526538
n623,0.001125433812592963,0.0010956866633614318,0.0010857709469508914,0.18200793257312853,0.06356470004957875,0.07272186415468546,0.14856222112047623,0.14537431829449696,0.049380267724345374,0.5067922657412,0.12371839365394136,0.07862667327714425,0.08916707982151728,0.19110064452156686,0.18387208725830442,0.14326227069905814,0.18512642538423388,0.16019831432821027,0.06311849281110571,0.04885969261279121,0.07289043133366406,0.08718889439762009,0.13503718393653946,0.10208230044620724,0.1614080317302924,0.16802181457610324,0.17784828953891937,0.1285820525532971,0.08824987605354459,0.10852255825483398,0.046028755577590154,0.11058502726822012,0.08230540406544389
n624,0.0011948438274665399,0.0011799702528507592,0.0011353495290034453,0.19381259295984127,0.06756073376301448,0.0774169558750622,0.15805156172533483,0.15448686167575626,0.21594942984630963,0.545280118988597,0.1314526524541397,0.08328705999008428,0.09478433316807151,0.20363906792265743,0.1957461576598909,0.15234506693108593,0.1972682201289042,0.1703371343579574,0.06716906296479935,0.05223103619236483,0.07752602875557774,0.09260287555775895,0.1436638572136838,0.10824491819533968,0.1716559246405551,0.1786514625681707,0.18909271194843835,0.13648983639067927,0.09372830937035181,0.11532969757064945,0.04921665840356938,0.11749628160634615,0.08754090233019343
n625,0.0011403073872087316,0.0011204759543877035,0.001100644521566658,0.18680218145761035,0.06530490827962336,0.07471988101140331,0.15234010907288073,0.14914229053049097,0.12255825483391361,0.5225235498264749,0.12689638076351,0.08052553296975702,0.09138324243926639,0.19636093207734268,0.18895389191869114,0.14701041150223115,0.1901636093207733,0.16450669310857707,0.06476945959345573,0.05022806147744167,0.07495785820525555,0.08955379276152685,0.13859692612791277,0.1046851760039663,0.1655676747645016,0.17242439266237,0.18245909766980686,0.1318492811105604,0.09056519583539886,0.11117005453644027,0.047317798710956566,0.11335151214675256,0.08452156668319298
n626,0.0011700545364402592,0.00113534952900347,0.0011204759543876788,0.18861675756073376,0.06586514625681718,0.07544372830937059,0.1538522558254836,0.1505899851264255,0.10302429350520946,0.5282597917699554,0.1280664352999503,0.08114030738720868,0.09221616261774929,0.19812592959841357,0.19061477441745167,0.14832424392662383,0.19180961824491805,0.16605850272682204,0.06538919186911268,0.050837878036688024,0.07567674764501757,0.09039167079821502,0.13986117997025285,0.10561229548834905,0.167149231531978,0.17419434804164619,0.18419930589985148,0.1329350520575113,0.0913733267228555,0.11212692117005452,0.04773425880019803,0.11435299950421417,0.0852652454139813
n667,0.001209717402082303,0.0011998016856717836,0.0011601388200297277,0.19514625681705494,0.06792761527020338,0.0778929102627667,0.1590580069410017,0.15555775904809135,0.14520079325731633,0.5494298463063958,0.13222112047595427,0.08380267724343082,0.09535944471988113,0.2051165096678235,0.19726326227069907,0.1534060485870106,0.19853247397124432,0.1714923153197819,0.06756073376301454,0.05256321269211691,0.07805651958354005,0.09314328210213177,0.14455627169062973,0.10897868120971749,0.17282597917699533,0.17989588497768974,0.19039662865642046,0.1374020823004462,0.09424392662369838,0.11605354486861676,0.04955875061973203,0.11826474962816073,0.08810609816559253
