,n1,n4,n31,n54,n105,n114,n163,n188,n215,n229,n288,n296,n332,n342,n410,n415,n429,n458,n469,n495,n506,n516,n519,n549,n613,n636,n644,n679,n722,n726,n740,n752,n769
n1,1.4185473475458603,0.5696132870599901,0.5559643034209222,0.47168567178978676,0.12419930589985125,0.1417253346554288,0.282776400594943,0.2688646504709965,0.0,0.2823351512146753,0.16422409519087752,0.10607337630143793,0.17358453148239963,0.31233515121467526,0.41850272682201295,0.3122409519087754,0.4105800694100149,0.31462072384729817,0.1236192364898363,0.09640059494298463,0.14232027764005958,0.1690282597917699,0.2750669310857708,0.19588001983143297,0.2877342588001983,0.22957858205255316,0.22608824987605358,0.17089241447694603,0.11882002974714914,0.14541398116013896,0.062196331184927976,0.14794248884481911,0.11011403073872086
n2,0.6029697570649479,0.5658106098165594,0.5513187902825978,0.4682697074863658,0.12335647000495784,0.1407635101636093,0.2808031730292514,0.2669856222112048,0.0,0.2803867129400099,0.16305899851264247,0.1053148239960339,0.17236489836390684,0.31018839861179975,0.4155577590480913,0.31004957858205257,0.40765493306891426,0.3124690133862173,0.1228011898859692,0.09572632622706986,0.14135845314824008,0.16792761527020322,0.2731531978185423,0.19454635597421935,0.2857263262270699,0.2279970252850767,0.22452156668319287,0.16967773921665846,0.11799702528507672,0.14440753594447212,0.06178482895389182,0.14691125433812602,0.10936043629152203
n3,0.5901090728805156,0.5510956866633615,0.5354139811601387,0.4577342588001982,0.12063956370847788,0.13764997521070896,0.27452156668319294,0.26095686663361434,0.0,0.27411006445215674,0.15934556271690625,0.10288547347545876,0.16855230540406546,0.3031978185423897,0.4061031234506694,0.30308378780366885,0.3983589489340605,0.3053792761527022,0.12012394645513133,0.09360932077342582,0.13823996033713445,0.16418939018344073,0.26697570649479413,0.19022806147744198,0.27926127912741694,0.22287059990084268,0.2193951412989589,0.1658453148239961,0.1153445711452651,0.14112047595438787,0.06034209221616251,0.1435647000495787,0.10691621219633117
n4,0.5273227565691622,1.3078086266732771,0.5118244918195339,0.42435299950421407,0.1126177491323748,0.12841348537431832,0.2560981655924641,0.24352007932573125,0.0,0.2554486861675757,0.14910758552305403,0.09618740704015881,0.15726326227069906,0.2823996033713435,0.3773029251363411,0.2824243926623699,0.3702379771938524,0.2847248388696084,0.11210708973723349,0.08733763014377788,0.12894893406048605,0.15309866137828454,0.24886960832920157,0.17748140803173051,0.2604412493802677,0.20785324739712444,0.20486365889935546,0.15496777392166586,0.10785324739712426,0.13201289043133382,0.056504709965294754,0.1342786316311355,0.10008428358948927
n5,0.4973673772930094,0.5203619236489837,0.49246901338621707,0.3909469509172037,0.10427367377293005,0.11882994546355978,0.23695091720376804,0.22539910758552306,0.0,0.23626177491323758,0.1383242439266237,0.08920674268715927,0.14554784333168072,0.26107585523054044,0.34819038175508177,0.2611750123946455,0.34178482895389195,0.263415964303421,0.1038076351016361,0.08080813088745663,0.11935547843331698,0.14172037679722352,0.2303321764997519,0.16422409519087777,0.24105106593951414,0.1923946455131383,0.18982647496281607,0.1436440257808627,0.10005453644025765,0.12247892910262778,0.05237977193852234,0.124561229548835,0.09281606346058496
n6,0.5368319286068418,0.8415171046108081,0.5243728309370351,0.45383738225086745,0.12021318790282595,0.13708973723351514,0.27343083787803674,0.2599305899851264,0.0,0.2728160634605851,0.15904809122459096,0.10262766484878547,0.16787803668815074,0.301670798215171,0.4032721864154686,0.3016360932077343,0.3957015369360437,0.3040654437283095,0.11970748636588992,0.09325235498264751,0.13768468021814595,0.16348041646008918,0.26579573624194325,0.1895190877540905,0.2781060981655925,0.22192860684184426,0.2186365889935548,0.16533961328706004,0.11509667823500232,0.1408626673277146,0.060228061477441516,0.14327714427367388,0.1067426871591472
n7,0.6332275656916211,0.5430589985126425,0.5287704511650967,0.4902429350520574,0.12868616757560747,0.14684184432325234,0.29337630143777893,0.27897372335151205,0.0,0.29287555775904817,0.1705701536936044,0.11004957858205262,0.1798264749628161,0.3239662865642043,0.4347645017352504,0.3242439266236985,0.42636093207734266,0.3267079821517105,0.1281556767476448,0.10000495785820528,0.14750619732275666,0.17507684680218147,0.28538423401090707,0.20299950421417962,0.29851760039662856,0.2382250867625186,0.23462568170550321,0.17728309370352022,0.12336638572136834,0.15092216162617764,0.06454139811601368,0.15350520575111562,0.11432821021318791
n8,0.4869657907783837,0.5028458106098166,0.4866336142786315,0.38204263758056517,0.1021021318790282,0.11632622706990584,0.2319484382746654,0.2206693108577095,0.0,0.23121467526028766,0.13552305404065448,0.0873723351512148,0.14249876053544866,0.2555032226078334,0.3404561229548835,0.25560237977193856,0.3342092216162618,0.257823500247893,0.10167079821517103,0.07911254338125932,0.11683688646504728,0.1387407040158651,0.22547347545860166,0.16073872087258326,0.2359543877045117,0.18835399107585526,0.1859048091224591,0.14068914229053048,0.09801685671789773,0.12000991571641063,0.05130391670798192,0.12207238472979683,0.09096182449181948
n9,0.5305106593951413,1.0116113039167078,0.515884977689638,0.4334308378780366,0.11497768963807632,0.1311105602379772,0.26145761031234516,0.24859196826970745,0.0,0.26079821517104623,0.15216162617749132,0.09816063460585042,0.16054536440257808,0.28833415964303416,0.38534457114526527,0.28832920178482896,0.378076351016361,0.2906990580069412,0.114447198810114,0.08915220624690133,0.13163609320773442,0.15629647992067422,0.2541051065939512,0.18123450669310884,0.2658701041150223,0.21221120475954386,0.20910758552305403,0.15817550818046608,0.11008428358948918,0.134734754586019,0.057654933068914,0.13705503222607843,0.10213683688646498
n10,0.6118096182449182,0.5700446207238474,0.5562667327714428,0.4728408527516112,0.12449677739216655,0.1420624690133862,0.2834506693108578,0.2694992563212693,0.0,0.2830044620723848,0.1646157659890927,0.10633118492811121,0.1739960337134358,0.3130937035200793,0.419514129895885,0.3129895884977689,0.41157659890927123,0.31537431829449697,0.12390679226574111,0.09662865642042637,0.1426623698562222,0.16943480416460083,0.2757263262270698,0.196346058502727,0.2884234010907288,0.23013386217154175,0.2266286564204264,0.17130391670798226,0.11910262766484869,0.14576598909271207,0.062345066931085644,0.14829449677739223,0.1103767972235994
n11,0.4750024789291026,0.4867674764501734,0.47878036688150716,0.372602875557759,0.09980168567178974,0.11367873078829949,0.226678235002479,0.21561725334655427,0.0,0.22588497768963814,0.132543381259296,0.08542389687654942,0.13926127912741693,0.2496033713435796,0.3322062469013386,0.24968269707486374,0.3262469013386218,0.2518839861179971,0.09935547843331678,0.07731779871095688,0.11417451660882516,0.13559246405552797,0.2203420922161624,0.15707486365889956,0.23058006941001494,0.18406544372830944,0.1817550818046604,0.13759543877045116,0.0958899355478432,0.11741199801685684,0.05014377788795216,0.11939514129895895,0.08895389191869106
n12,0.5201784828953893,0.5609072880515616,0.5063262270699058,0.4136588993554784,0.10990580069410011,0.12532473971244426,0.24993554784333175,0.23765989092711945,0.0,0.24927615270203285,0.14563212692117,0.09395141298958867,0.1534506693108577,0.2755230540406544,0.3679524045612296,0.275552801189886,0.36109072880515625,0.27783341596430355,0.10941993058998511,0.08523549826474962,0.1258552305404067,0.14941001487357453,0.24287555775904787,0.17321269211700568,0.25416460089241444,0.20286068418443232,0.19999504214179473,0.15129895884977695,0.10531482399603352,0.12892414476945974,0.05517600396628632,0.13113039167079832,0.0977392166584035
n13,0.46498760535448685,0.47499752107089743,0.4712146752602876,0.36804660386712934,0.09861179970252844,0.11231036192364903,0.2239811601388201,0.21306891422905305,0.0,0.22316311353495297,0.13100148735746162,0.08442240951908785,0.1376003966286564,0.24658403569657905,0.32816063460585027,0.2466683192860685,0.3223351512146753,0.24889935547843342,0.09818542389687653,0.07639067922657414,0.11279623202776416,0.13396132870599897,0.21772930094199286,0.15521070897372352,0.22781854238968774,0.18185423896876549,0.1795984134853743,0.1359791769955379,0.09476945959345552,0.11605354486861688,0.04954387704511626,0.11800198314328218,0.08793257312840848
