,n1,n4,n31,n54,n105,n114,n163,n188,n215,n229,n288,n296,n332,n342,n410,n415,n429,n458,n469,n495,n506,n516,n519,n549,n613,n636,n644,n679,n722,n726,n740,n752,n769
n49,0.002191373326722862,0.002201289043133309,0.002245909766980633,0.31601883986118,0.08158155676747646,0.09318294496777417,0.18797719385225597,0.1783391175012396,0.0,0.187823500247893,0.10701536936043639,0.069241447694596,0.11457114526524546,0.20869112543381269,0.2847744174516609,0.2112295488349036,0.2788051561725334,0.2104462072384729,0.08114030738720876,0.06376301437778849,0.09360436291522074,0.1111502231036191,0.18433812592959836,0.129162121963312,0.1909172037679723,0.1519583539910759,0.14920674268715928,0.11220128904313342,0.0772136836886463,0.0944025780862666,0.04057015369360398,0.0959196826970752,0.07155180961824492
n51,0.0018046603867129438,0.0017699553792761176,0.0017055032226078182,0.2668269707486367,0.09381259295984133,0.10639067922657432,0.20084779375309886,0.18808626673277168,0.0,0.1798710956866635,0.10259791769955383,0.06639563708477944,0.13118988596926134,0.20388200297471493,0.25975706494794254,0.38594942984630654,0.2552602875557759,0.21514625681705493,0.09318790282597925,0.07454635597421895,0.10712940009915721,0.1253544868616757,0.22722855726326244,0.14393653941497273,0.1961923648983639,0.14563708477937537,0.1429647992067428,0.10765493306891429,0.07386712940009899,0.0904709965294991,0.03897868120971698,0.09199801685671821,0.06868120971740199
n52,0.0019087754090233008,0.001869112543381215,0.0018988596926127587,0.2852900347050075,0.08681209717402076,0.09871095686663386,0.19403073872087276,0.18322756569162138,0.0,0.18582548339117508,0.10579077838373833,0.06854734754586025,0.12159643034209221,0.20809122459097673,0.2770302429350522,0.26297471492315344,0.2715964303420922,0.21361923648983633,0.08606346058502726,0.06804660386712906,0.099221616261775,0.11710956866633597,0.20192860684184447,0.13570153693604375,0.1943083787803669,0.15035696579077842,0.14774417451660893,0.11109072880515619,0.07637580565195816,0.0934556271690628,0.04019831432820981,0.09496777392166617,0.07079325731284081
n53,0.0017997025285076895,0.0017699553792761141,0.0017402082300445986,0.26836390679226596,0.09434308378780366,0.10694100148735765,0.20194348041646032,0.18923153197818568,0.0,0.18073376301437788,0.10308378780366888,0.06671789786812103,0.13187407040158658,0.2049429846306396,0.2611403073872087,0.3885027268220131,0.2566435299950422,0.21626673277144265,0.093668815071889,0.07496777392166565,0.1076995537927616,0.12597421913733262,0.22853247397124463,0.14474467030242938,0.19724838869608327,0.14626673277144278,0.14358948934060495,0.10818046603867132,0.07431829449677724,0.09092711948438262,0.03920674268715874,0.09245413981160171,0.06896380763510154
n54,0.0022260783341596477,0.002226078334159588,0.0022954883490331943,0.3225384234010907,0.08014377788795239,0.09134357957362445,0.18470004957858224,0.17541398116013893,0.0,0.1852751611303917,0.10547843331680726,0.06831432821021326,0.11245909766980668,0.20566187407040165,0.2815319781854239,0.20555280118988614,0.2757015369360435,0.2068220128904313,0.07963807635101645,0.06251363411006418,0.09186415468517614,0.10894893406048581,0.18030242935052057,0.12690629647992085,0.18788795240456127,0.14996033713435802,0.1473475458601885,0.11066931085770947,0.0760932077342586,0.09311353495290019,0.040104115022309976,0.09461576598909305,0.07054040654437276
n56,0.0019385225582548321,0.0018839861179969816,0.001943480416460062,0.2893505205751116,0.08703520079325724,0.09897868120971763,0.19535944471988123,0.18463559742191396,0.0,0.18813088745661877,0.10709469509172048,0.06936539414972738,0.12205255329697569,0.21047595438770456,0.2809667823500248,0.2573326722855727,0.27537431829449666,0.21557759048091216,0.08635597421913734,0.06811105602379738,0.09956866633614286,0.11763014377788777,0.2018790282597919,0.13630143777887962,0.19578582052553295,0.15212692117005458,0.1494496777392168,0.11242935052057519,0.07731779871095663,0.09451660882498747,0.040619732275656524,0.09609320773425915,0.07167575607337631
n57,0.002201289043133374,0.002226078334159588,0.0022607833415963963,0.31965790778383735,0.08242935052057511,0.09416460089241473,0.1901189885969263,0.18032721864154697,0.0,0.18981655924640556,0.10813584531482409,0.06990580069410025,0.11581556767476457,0.21091224590976707,0.28788299454635596,0.2134853743182948,0.28205255329697554,0.21259791769955375,0.08203272186415471,0.06444719881011372,0.09462072384729811,0.11227069905800675,0.18630639563708482,0.13047099652949942,0.19311849281110566,0.15364898363906798,0.15064452156668331,0.11342588001983156,0.07802181457610287,0.09533465542885461,0.04089737233515081,0.0970203272186419,0.07233515121467529
n58,0.0017897868120971756,0.001755081804660351,0.0016906296479920516,0.2677540902330195,0.09411502231036192,0.10676251859196849,0.20156172533465563,0.1887853247397127,0.0,0.18042141794744682,0.10290034705007443,0.06658403569657914,0.13166088249876057,0.20453148239960342,0.2606246901338622,0.38752602875557773,0.2561130391670798,0.21586018839861174,0.09353495290034712,0.07479920674268697,0.10747645017352508,0.12573624194348035,0.22798710956866652,0.14440753594447203,0.19686663361427859,0.14605850272682208,0.14332672285572642,0.1079722359940506,0.07415964303420905,0.09073376301437765,0.039132374814079905,0.09229548834903353,0.06882994546355965
n62,0.0019533961328705987,0.001898859692612748,0.001973227565691588,0.2933316807139316,0.0809816559246406,0.09232027764005973,0.18674764501735266,0.1772285572632624,0.0,0.18767972235994054,0.10690629647992077,0.06920178482895395,0.1135696579077839,0.20820029747149238,0.285572632622707,0.2072434308378782,0.27954387704511646,0.20930094199305893,0.08035200793257322,0.06314823996033686,0.09273673772930109,0.11017352503718383,0.18190381755081803,0.1281556767476452,0.1899752107089738,0.15181457610312352,0.14911750123946468,0.11211700545364407,0.07710956866633593,0.09434308378780351,0.04053049082796193,0.09581556767476483,0.0714625681705503
n64,0.0019533961328706004,0.0019236489836390199,0.0019930589985126122,0.2938522558254834,0.08246405552801189,0.09419930589985152,0.18996033713435817,0.18005949429846319,0.0,0.18875061973227567,0.10756569162121972,0.06955875061973237,0.11586514625681711,0.21009915716410515,0.2853743182944967,0.21509667823500278,0.2795637084779375,0.21234506693108568,0.08205255329697572,0.0645265245413978,0.09466038671294015,0.11236985622211185,0.18692117005453643,0.13049082796232045,0.19264253842340118,0.15277640059494302,0.14996529499256336,0.11277144273673782,0.07753098661378262,0.0948587010411501,0.040718889439761624,0.09647000495785857,0.07191869112543382
