,n1,n4,n31,n54,n105,n114,n163,n188,n215,n229,n288,n296,n332,n342,n410,n415,n429,n458,n469,n495,n506,n516,n519,n549,n613,n636,n644,n679,n722,n726,n740,n752,n769
n111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n115,0.0002776400594942996,0.00029747149231534864,0.00024293505205749805,0.048968765493307045,0.07567674764501733,0.07374814080317332,0.05566187407040169,0.05647000495785822,0.0,0.03976202280614782,0.023257312840852685,0.014863658899355406,0.06976202280614785,0.04776896380763504,0.048363906792265716,0.05715418939018361,0.048041646008924084,0.05317798710956861,0.07582548339117512,0.07944471988101129,0.07356965790778397,0.06997521070897375,0.05900842835894894,0.06659890927119495,0.05281606346058514,0.03219633118492824,0.03203767972235995,0.0242290530490828,0.016658403569657622,0.020520575111551767,0.00878532473971238,0.020887456618740793,0.015577590480912314
n122,0.0005156172533465644,0.0005304908279623521,0.0004759543877044804,0.09279127416955889,0.16264253842340132,0.15299950421417965,0.10558254833911755,0.10760039662865643,0.0,0.07532969757064945,0.04368368864650492,0.02794248884481904,0.13283589489340603,0.09101140307387215,0.09168071393158155,0.10624194348041663,0.09095686663361427,0.10069905800694097,0.1582002974714924,0.10202280614774399,0.15331680713931592,0.14058006941001497,0.11013386217154192,0.13007932573128422,0.10082796232027755,0.06115022310361941,0.06046108081308874,0.045825483391175044,0.031477441745166104,0.038606841844323114,0.016465047099652796,0.039395141298958956,0.02938026772434301
n124,0.00047099652949926654,0.0005106593951413278,0.0004462072384729508,0.08434804164600909,0.12694595934556263,0.12418443232523571,0.09555280118988595,0.09703024293505216,0.0,0.06839861179970266,0.03984630639563727,0.02560237977193851,0.11947942488844825,0.08233515121467533,0.08344571145265244,0.09822012890431356,0.08278135845314809,0.09125929598413487,0.12468021814576104,0.10384234010907278,0.12538423401090742,0.11903321764997515,0.10118988596926118,0.11374814080317307,0.09102627664848782,0.055532969757065016,0.05508180466038679,0.04144769459593458,0.028720872583044028,0.035111551809618044,0.015037183936539265,0.03567178978681216,0.026633614278631545
n128,0.0006048587010411567,0.0006296479920674496,0.0005800694100148357,0.10640059494298489,0.1255230540406544,0.1298958849776898,0.1194794248884483,0.12036688150718905,0.0,0.08568666336142794,0.049687654933069036,0.031983143282102104,0.14565195835399106,0.10327218641546858,0.10502231036192364,0.12572632622707006,0.10421913733267221,0.11448190381755087,0.12393653941497271,0.13062964799206717,0.13172533465542893,0.13338621715418944,0.12870104115022302,0.13429846306395649,0.11369856222112047,0.06957362419434827,0.06882994546355979,0.05187902825979192,0.035850272682201346,0.043956370847793684,0.018720872583043998,0.04465047099652971,0.033316807139315625
n130,0.0008081308874566218,0.0007982151710461184,0.0007684680218145465,0.13453644025780875,0.12833911750123944,0.13927119484382763,0.14971244422409516,0.15008428358948947,0.0,0.10764501735250372,0.06219633118492822,0.040213187902826054,0.1695835399107587,0.13004462072384743,0.1327615270203272,0.1611898859692614,0.13184432325235507,0.1438572136836887,0.12701041150223097,0.1160436291522059,0.14165592464055554,0.15182449181953392,0.1637729300941994,0.16058502726822024,0.14245413981160124,0.08727813584531495,0.08630639563708488,0.06513138324243938,0.04489836390679211,0.0550371839365393,0.023758056519583563,0.0559494298463066,0.041755081804660386
n132,0.0006990580069410157,0.0007188894397620347,0.0006445215666831492,0.12257808626673276,0.1749380267724345,0.1999950421417949,0.14036688150718896,0.14397124442240963,0.0,0.09980664352999524,0.05782350024789288,0.03718393653941499,0.17664352999504207,0.12121467526028754,0.12122459097669798,0.13630143777887962,0.12032226078334157,0.13361923648983637,0.17332672285572645,0.10363906792265733,0.2721665840356966,0.19512146752602874,0.142543381259296,0.179419930589985,0.13444719881011394,0.08108081308874576,0.0800743678730789,0.06026276648487863,0.041631135349528954,0.050976698066435164,0.02203767972235992,0.05201289043133392,0.03875061973227551
n133,0.000872583044124937,0.0008329201784829023,0.0008130887456618391,0.14588497768963815,0.12949429846306398,0.14338125929598433,0.1636737729300944,0.16461576598909286,0.0,0.11729796727813584,0.06766980664353021,0.04342092216162636,0.17925632126921168,0.14187902825979193,0.14398611799702538,0.1699801685671791,0.14289538919186906,0.15698066435299962,0.12836390679226567,0.10913733267228548,0.14590976698066466,0.1615716410510659,0.17680218145761026,0.17515617253346535,0.15581556767476448,0.0950123946455135,0.09382250867625196,0.07073376301437774,0.04867625185919661,0.059712444224095135,0.025597421913733254,0.06083787803668824,0.04529003470500742
n136,0.0007040158651462682,0.0007139315815567805,0.0006296479920673861,0.12319781854238968,0.16836886465047135,0.1896479920674272,0.14103123450669322,0.1446157659890928,0.0,0.100267724343084,0.058076351016360904,0.03738720872583047,0.1784729796727813,0.12172037679722363,0.1218344075359444,0.13703520079325743,0.12103123450669308,0.1343579573624194,0.16675756073376313,0.10398611799702517,0.21782350024789301,0.1907040158651461,0.14348537431829453,0.17816559246405536,0.13519087754090228,0.08145761031234515,0.08050074367873086,0.06060981655924651,0.041879028259791715,0.051284085275161005,0.02216162617749131,0.05227069905800719,0.03894893406048573
n137,0.0007535944471988152,0.0007486365889935609,0.0006891422905304524,0.12702528507684688,0.17526524541398134,0.207570649479425,0.14535448686167585,0.14934556271690635,0.0,0.10340109072880527,0.05988596926127917,0.03862667327714432,0.1824144769459594,0.12556271690629658,0.12550322260783336,0.14061477441745177,0.12477441745166093,0.13840356965790776,0.17460089241447713,0.10429846306395626,0.21932573128408536,0.2055775904809123,0.1473128408527517,0.18821021318790282,0.1395537927615269,0.08383738225086772,0.08299454635597431,0.06244918195339629,0.043098661378284484,0.05295984134853733,0.02284581060981655,0.053639067922657664,0.04014377788795234
n138,0.0008924144769459579,0.0008577094695091775,0.0008477937530986336,0.15035696579077837,0.13664848785324749,0.15373822508676274,0.17023797719385253,0.17273177987109578,0.0,0.12139315815567685,0.07007436787307904,0.04499752107089758,0.20262270699058027,0.14741695587506204,0.14826970748636592,0.1697917699553794,0.14744670302429339,0.1626127912741696,0.1355775904809121,0.10734754586018833,0.15749132374814087,0.1740406544372832,0.17844323252354985,0.18800694100148738,0.16275656916212186,0.09839365394149759,0.09710461080813101,0.07318790282597917,0.05042141794744643,0.061859196826970685,0.02649975210708969,0.06286564204263768,0.046812097174020816
n141,0.0009072880515617245,0.0008725830441249441,0.0008676251859196545,0.15395637084779373,0.13009915716410514,0.1463311849281113,0.17339613287060013,0.17465047099652958,0.0,0.12368368864650485,0.07142786316311371,0.04603371343579592,0.18610808130887463,0.150252850768468,0.15188894397620226,0.17548834903321783,0.15083292017848282,0.1660535448686168,0.1290332176499751,0.1040505701536935,0.14886465047099676,0.16826474962816063,0.18631631135349533,0.18524045612295484,0.1652107089737232,0.10052553296975739,0.09910262766484892,0.07475954387704514,0.05152702032721836,0.06317302925136335,0.027084779375309818,0.06408031730292528,0.047803668815071865
n142,0.000758552305404073,0.0007535944471988152,0.000684184432325191,0.13069410014873586,0.16885969261279168,0.19821517104610828,0.14967278135845322,0.1537530986613784,0.0,0.10631135349529007,0.0614080317302926,0.03970748636588999,0.18727813584531489,0.12920674268715931,0.1290233019335647,0.1441993058998514,0.1282052553296977,0.14245909766980672,0.1679276152702034,0.10451165096678225,0.20891422905304918,0.20986117997025291,0.15124938026772444,0.19433812592959832,0.14366881507188886,0.08610808130887466,0.08526524541398123,0.06428854734754597,0.04435795736241928,0.054348041646008816,0.023500247892910265,0.055166088249876295,0.04121963311849278
n143,0.0009072880515617245,0.0008626673277144319,0.0008577094695091459,0.15045116509667825,0.13944471988101145,0.15787803668815092,0.1714823996033716,0.17477441745166095,0.0,0.12193356470004967,0.07042637580565217,0.04522558254833931,0.21499256321269222,0.1483143282102132,0.14859692612791275,0.16741199801685686,0.14773425880019822,0.16349529003470506,0.13842835894893407,0.10560237977193844,0.1625086762518592,0.17948934060485877,0.17641546851760037,0.19291026276648485,0.16427863163113518,0.09881011403073904,0.09760039662865656,0.0736192364898364,0.05067426871591446,0.06215666831928602,0.02666336142786312,0.06309866137828468,0.04705007436787307
n145,0.0009221616261774928,0.0009023301933564772,0.0008874566187406789,0.1563658899355478,0.13280614774417462,0.1501685671789789,0.17764997521070913,0.17982647496281615,0.0,0.12661378284581076,0.07283093703520097,0.04695091720376814,0.19260783341596435,0.15360436291522056,0.1546157659890927,0.175394149727318,0.1535101636093207,0.1697025285076846,0.1318046603867128,0.10368864650470982,0.15286564204263775,0.1738175508180467,0.18682201289043135,0.19274169558750615,0.16971244422409504,0.10256817055032254,0.10131383242439278,0.07624690133862172,0.05256321269211676,0.06438770451165096,0.027590480912245835,0.06547347545860199,0.04884481903817549
